date,startup,vertical,subvertical,city,investors,round,amount,month,year
2018-07-23,Log9 Materials,technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,0.436,7,2018
2018-07-24,kidovators,edtech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,0.18,7,2018
2018-07-24,Digit,consumer internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45.0,7,2018
2018-07-25,Black Soil,finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17.0,7,2018
2018-07-25,Trell,consumer internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1.25,7,2018
2018-07-25,iqlect,technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,2.5,7,2018
2018-07-26,Entropik,it,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1.1,7,2018
2018-07-26,TheCapitalNet,fintech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,0.5,7,2018
2018-07-30,Shuttl,consumer internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11.0,7,2018
2018-07-30,Cure Fit,consumer internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120.0,7,2018
2018-07-31,Five Star Group,fintech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100.0,7,2018
2018-07-31,Healthsignz,healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5.0,7,2018
2018-06-01,CoinTribe,finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10.0,6,2018
2018-06-04,Digiconectt,technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,0.125,6,2018
2018-06-07,Annapurna Finance,finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23.0,6,2018
2018-06-07,Meesho,consumer internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11.5,6,2018
2018-06-10,AyeFinance,finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21.5,6,2018
2018-06-12,Alpha Capital,finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14.8,6,2018
2018-06-12,eshakti,ecommerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10.1,6,2018
2018-06-12,Daily Ninja,consumer internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3.0,6,2018
2018-06-13,NirogStreet,healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,0.3,6,2018
2018-06-13,Nivesh,finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,0.45,6,2018
2018-06-14,HomeLane,consumer internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3.45,6,2018
2018-06-14,Network Intelligence,technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4.8,6,2018
2018-06-18,Tynor Othontics,healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21.0,6,2018
2018-06-18,Elucidata,it,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1.7,6,2018
2018-06-19,RentSher,consumer internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1.1,6,2018
2018-06-20,Drip capital,finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15.0,6,2018
2018-06-22,WickedRide,consumer internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9.1,6,2018
2018-06-25,PolicyBazaar,consumer internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200.0,6,2018
2018-06-25,HipBar,consumer internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4.0,6,2018
2018-06-25,Sqqrl,finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1.0,6,2018
2018-06-26,Paytm,technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8.95,6,2018
2018-06-26,Sigtuple,healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19.0,6,2018
2018-06-27,Wow Express,technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4.5,6,2018
2018-06-28,Front Desk AI,technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1.1,6,2018
2018-06-28,Edureka,edtech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2.0,6,2018
2018-05-02,OpenTap,finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,0.45,5,2018
2018-05-02,Bizongo,consumer internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22.0,5,2018
2018-05-03,Disprz,it,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2.5,5,2018
2018-05-07,PaisaDukan,consumer internet,P2P Lending Platform,Mumbai,Undisclosed,Seed / Angel Funding,0.225,5,2018
2018-05-09,i3sysytems,technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1.0,5,2018
2018-05-11,Earth Food,consumer internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,0.949,5,2018
2018-05-14,Nykaa,consumer internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24.0,5,2018
2018-05-16,mfine,healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4.2,5,2018
2018-05-21,Rocketium,technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed/ Angel Funding,0.3,5,2018
2018-05-21,MilkBasket,technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7.0,5,2018
2018-05-22,Vola,finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,0.5,5,2018
2018-05-22,Cashkumar,consumer internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,0.735,5,2018
2018-05-23,Edyoo,ecommerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,0.735,5,2018
2018-05-23,Aashiyaan,finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2.0,5,2018
2018-05-24,Smartivity,edtech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2.0,5,2018
2018-05-24,Bonphulapl,cleantech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,0.293,5,2018
2018-05-27,Acko,consumer internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,12.0,5,2018
2018-05-28,HWell24,healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,0.2,5,2018
2018-05-29,Toffee,consumer internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,1.5,5,2018
2018-05-29,Tonetag,technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8.0,5,2018
2018-05-30,Stellaps,technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14.0,5,2018
2018-05-31,Credright,consumer internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1.3,5,2018
2018-04-02,Fitternity,consumer internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2.0,4,2018
2018-04-02,Synctag,technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,0.3076,4,2018
2018-04-02,Finzy,consumer internet,Online Loan Matchmaking Platform,Bengaluru,Undisclosed,Seed / Angel Funding,1.3,4,2018
2018-04-04,Varthana,finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55.0,4,2018
2018-04-05,IndigoLearn,edtech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,0.15,4,2018
2018-04-05,Vedantu,edtech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10.0,4,2018
2018-04-09,Kaleidofin,fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2.8,4,2018
2018-04-09,Pipabella,consumer internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,1.0,4,2018
2018-04-09,Kriger Campus,edtech,Mobile-Based Education Network,Delhi,Undisclosed,Seed / Angel Funding,0.04614,4,2018
2018-04-10,TravelTriangle,consumer internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12.0,4,2018
2018-04-12,Letsmd,healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,1.0,4,2018
2018-04-12,AyeFinance,finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4.6,4,2018
2018-04-13,mintifi,finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2.0,4,2018
2018-04-16,icanstay,consumer internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,0.5,4,2018
2018-04-18,Coverfox,consumer internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22.0,4,2018
2018-04-19,Fyle Technologies,technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,1.1,4,2018
2018-04-19,True Balance,technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23.0,4,2018
2018-04-22,Doxper,healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed / Angel Funding,1.9,4,2018
2018-04-22,Nykaa,consumer internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11.0,4,2018
2018-04-23,Mihuru,finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Undisclosed,Seed / Angel Funding,0.15,4,2018
2018-04-23,Capital Float,finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,22.0,4,2018
2018-04-25,Trip shelf,consumer internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,0.246,4,2018
2018-04-26,POPxo,technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5.5,4,2018
2018-04-27,1mg,consumer internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10.0,4,2018
2018-04-30,Samco,consumer internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,7.5,4,2018
2018-04-30,MyLoanCare,finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed / Angel Funding,0.978,4,2018
2018-03-01,Buddy4studdy,consumer internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,3.0,3,2018
2018-03-01,Urban Ladder,ecommerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12.0,3,2018
2018-03-03,Kuvera,consumer internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,0.25,3,2018
2018-03-04,Gramophone,technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,1.0,3,2018
2018-03-05,Wellthy,healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2.1,3,2018
2018-03-05,MedGenome,healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,10.0,3,2018
2018-03-05,Finova Capital,consumer internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,6.0,3,2018
2018-03-05,Hotelogix,technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,5.0,3,2018
2018-03-04,Livehealth,consumer internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed / Angel Funding,1.1,3,2018
2018-03-06,Ad2pro,technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9.7,3,2018
2018-03-06,Coverfox,consumer internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private Equity,7.6,3,2018
2018-03-08,Pepperfry,consumer internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,38.4,3,2018
2018-03-08,Magicpin,consumer internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,1.0,3,2018
2018-03-12,HealthCare,consumer internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,1.0,3,2018
2018-03-13,PineLabs,technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,82.0,3,2018
2018-03-14,AvailFinance,consumer internet,Online Lending Platform,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,17.2,3,2018
2018-03-15,Grofers,consumer internet,Online Grocery Shop,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,62.0,3,2018
2018-03-19,Fingerlix,consumer internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt Funding,1.31,3,2018
2018-03-19,Karma Healthcare,healthcare,Technology enabled equitable healthcare for India,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,0.5,3,2018
2018-03-19,Zappfresh,food  beverages,Online Raw Meat E-tailer,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,3.0,3,2018
2018-03-19,CustomerSucessBox,technology,Customer Success Software for B2B SaaS,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,1.0,3,2018
2018-03-22,Chargebee,technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,18.0,3,2018
2018-03-22,i2i Funding,consumer internet,Online loan platform,Noida,SucSEED Venture Partners,Seed / Angel Funding,0.768,3,2018
2018-03-22,Slang Labs,technology,Voice-based assistant platform,Bengaluru,Endiya Partners,Seed / Angel Funding,1.24,3,2018
2018-03-26,Cash Suvidha,consumer internet,Online loan platform,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,1.0,3,2018
2018-03-28,Roadcast,technology,Fleet management and asset monitoring platform,Delhi,Undisclosed,Private Equity,0.25,3,2018
2018-03-28,Smartcoin,finance,Micro lending company,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed / Angel Funding,2.0,3,2018
2018-03-27,The Print,media,News portal,Delhi,Ratan Tata,Seed / Angel Funding,0.535,3,2018
2018-03-27,DriveU,technology,Professional Car Drivers Hiring App,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,3.0,3,2018
2018-02-01,BigBasket,consumer internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300.0,2,2018
2018-02-01,Zomato,food and beverages,Food Ordering and Restaurant Discovery,Gurugram,Ant Financials,Private Equity,200.0,2,2018
2018-02-05,Pratilipi,publishing,E-Publishing,Bengaluru,Omidyar Network,Private Equity,4.3,2,2018
2018-02-05,Asia Institute Of Medical Science,healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,21.0,2,2018
2018-02-05,CollegeDekho,consumer internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,2.0,2,2018
2018-02-06,Healthi,healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,3.1,2,2018
2018-02-07,Swiggy,food and beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,100.0,2,2018
2018-02-08,Shape,healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,100.0,2,2018
2018-02-08,Icertis,consumer internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,50.0,2,2018
2018-02-09,healthifyme,healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,12.0,2,2018
2018-02-09,Rupeek,consumer internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,6.83,2,2018
2018-02-12,Lendingkart,finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87.0,2,2018
2018-02-12,Cashify,ecommerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,0.935089,2,2018
2018-02-13,holachef,food and beverages,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,0.3112,2,2018
2018-02-13,IMAX Program,edtech,Individualised Progressive Learning Program,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,13.5,2,2018
2018-02-14,Littlemore,edtech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,3.0,2,2018
2018-02-14,Toppr,edtech,Online Education Platform,Mumbai,Axis Capital Partners,Private Equity,0.1,2,2018
