date,startup,vertical,subvertical,city,investors,round,amount,month,year
2016-09-28,Celes Care,consumer internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,1.0,9,2016
2016-09-28,Druva,technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51.0,9,2016
2016-09-29,Promon,ecommerce,Local Commerce Platform,New Delhi,Now Capital,Seed Funding,0.18,9,2016
2016-09-29,Unocoin,consumer internet,Bitcoin Wallet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1.5,9,2016
2016-09-30,Zeta,technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19.0,9,2016
2016-08-01,HealthKart,ecommerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12.0,8,2016
2016-08-01,Medinfi,consumer internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Funding,0.2,8,2016
2016-08-01,RepairEasy,consumer internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,0.275,8,2016
2016-08-01,Voonik,ecommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,3.0,8,2016
2016-08-01,Tokri,consumer internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2.5,8,2016
2016-08-02,Sheroes,consumer internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1.8,8,2016
2016-08-02,Yumlane,food  beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1.0,8,2016
2016-08-03,ExtraCarbon,consumer internet,Waste Recycle Management platform,Gurgaon,Brand Capital,Seed Funding,0.225,8,2016
2016-08-03,FlickBay,consumer internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,0.89,8,2016
2016-08-04,Petoo,consumer internet,Food Delivery Platform,Bangalore,Existing Investors,Seed Funding,0.5,8,2016
2016-08-06,VST Travels,technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,0.027,8,2016
2016-08-08,Wefly Indoor Skydiving,others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,0.04,8,2016
2016-08-08,Mojarto,ecommerce,"Original Art, Digital Prints etailer",Gurgaon,Undisclosed Investors,Seed Funding,0.445,8,2016
2016-08-08,Zipgrid,consumer internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,0.2,8,2016
2016-08-10,Vebbler,consumer internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,0.5,8,2016
2016-08-10,Bombay Shaving Company,ecommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,0.6,8,2016
2016-08-11,Travelyaari,consumer internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7.0,8,2016
2016-08-11,Genextstudents,consumer internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,0.209,8,2016
2016-08-11,Zenoti,technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15.0,8,2016
2016-08-12,Crofarm,technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1.5,8,2016
2016-08-12,Faircent.com,consumer internet,peer-to-peer lending platform,Gurgaon,Brand Capital,Private Equity,1.5,8,2016
2016-08-12,Innovaccer,technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15.6,8,2016
2016-08-12,Cuberoot,technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Funding,0.5,8,2016
2016-08-16,OyoRooms,consumer internet,Budget Hotels Aggregator,New Delhi,SoftBank Group,Private Equity,62.0,8,2016
2016-08-16,Hike,consumer internet,Mobile Messaging App,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175.0,8,2016
2016-08-16,Joolz,ecommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,0.5,8,2016
2016-08-16,SaleBhai,ecommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1.5,8,2016
2016-08-16,Makkajai,technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,0.25,8,2016
2016-08-17,MaalGaadi,logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,0.375,8,2016
2016-08-17,Appknox,technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,0.675,8,2016
2016-08-19,Quikr,consumer internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20.0,8,2016
2016-08-19,Digio,technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,0.375,8,2016
2016-08-22,Puro Wellness,healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37.0,8,2016
2016-08-23,Notesgen,consumer internet,Online Notes Sharing Portal,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,0.1,8,2016
2016-08-23,Octo.ai,technology,Artificial Intelligence based marketing platform,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,0.2,8,2016
2016-08-24,UnaAcademy,consumer internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1.0,8,2016
2016-08-24,Advenio,technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,0.1,8,2016
2016-08-24,Guarented,ecommerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed Funding,0.5,8,2016
2016-08-24,Uber Dreams,ecommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,0.5,8,2016
2016-08-24,Convegenius,education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,0.9,8,2016
2016-08-24,UrbanLadder,ecommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3.0,8,2016
2016-08-25,Cult,healthcare,Health and Fitness Centres,Bangalore,CureFit,Private Equity,3.0,8,2016
2016-08-25,ZoomCar,consumer internet,Self-driven car booking platform,Bangalore,Ford Smart Mobility Llc,Private Equity,24.0,8,2016
2016-08-26,Plix,consumer internet,Photo and Video Sharing App,Gurgaon,Instalabs,Seed Funding,0.5,8,2016
2016-08-26,Mobikwik,consumer internet,Digital Wallet platform,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,40.0,8,2016
2016-08-26,MyDidi,consumer internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,0.55,8,2016
2016-08-29,LoanTap,consumer internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3.0,8,2016
2016-08-29,Runnr,consumer internet,hyperlocal Logistics services provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,7.0,8,2016
2016-08-29,Notion Press,consumer internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1.0,8,2016
2016-08-29,LivSpace,consumer internet,Online portal for Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15.0,8,2016
2016-08-30,iAugmentor Labs,technology,Assessment & Learning Platform,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Funding,0.149,8,2016
2016-08-30,DayBox,consumer internet,Fruit & Vegetable Delivery platform,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,0.104,8,2016
2016-08-30,Paytm,ecommerce,Mobile Wallet & ECommerce platform,Bangalore,MediaTek Inc.,Private Equity,60.0,8,2016
2016-08-30,CropIn,technology,Agriculture Technology Solutions,Bangalore,Sophia Investment ApS,Private Equity,2.0,8,2016
2016-08-30,Canvera,consumer internet,Photographer Discovery & Information platform,Bangalore,Info Edge (India) Ltd,Private Equity,3.0,8,2016
2016-08-31,Flyrobe,ecommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5.3,8,2016
2016-07-01,Venture Catalysts,consumer internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,0.5,7,2016
2016-07-02,Playment,consumer internet,Mobile Marketplace for Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,0.7,7,2016
2016-07-04,Curefit,consumer internet,Online Preventive Healthcare Platform,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15.0,7,2016
2016-07-04,StitchWood,ecommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,0.2,7,2016
2016-07-04,Grab.in,logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2.0,7,2016
2016-07-04,NeoGrowth,finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16.0,7,2016
2016-07-05,SeeDoc,consumer internet,Video Based Doctor Consulting platform App,Gurgaon,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1.0,7,2016
2016-07-05,BookMyShow,consumer internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82.0,7,2016
2016-07-05,Flyrobe,ecommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,1.7,7,2016
2016-07-06,HappilyUnmarried,ecommerce,Online Merchandize etailer,New Delhi,Info Edge (India) Ltd,Private Equity,0.74,7,2016
2016-07-06,Don\\xe2\\x80\\x99t Scratch Your Head,technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,0.25,7,2016
2016-07-06,Wedding Wishlist,consumer internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,0.297,7,2016
2016-07-07,AppDaily,technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2.0,7,2016
2016-07-07,Adytude,consumer internet,Gamified Consumer Insights Portal,New Delhi,Indian Angel Network,Private Equity,1.0,7,2016
2016-07-08,HolaChef,consumer internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1.95,7,2016
2016-07-11,Purplle,ecommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6.0,7,2016
2016-07-11,Trak N Tell,technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,3.5,7,2016
2016-07-11,Overcart.com,ecommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3.0,7,2016
2016-07-12,SirionLabs,technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,12.25,7,2016
2016-07-13,YAAP,consumer internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,5.0,7,2016
2016-07-13,Twigly,consumer internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,0.6,7,2016
2016-07-13,ShareChat,consumer internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,1.35,7,2016
2016-07-13,RentMojo,consumer internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,5.0,7,2016
2016-07-14,Augrav,ecommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,0.45,7,2016
2016-07-14,ShoppinPal,technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1.07,7,2016
2016-07-15,WorkApps,technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,1.0,7,2016
2016-07-15,BankerBay,consumer internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,2.0,7,2016
2016-07-15,TripShelf,ecommerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,0.25,7,2016
2016-07-15,Ridlr,consumer internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6.0,7,2016
2016-07-18,Yellowdig,consumer internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,0.65,7,2016
2016-07-18,Zuppler,consumer internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,0.65,7,2016
2016-07-18,BlueStone,ecommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30.0,7,2016
2016-07-19,Sagacito,technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,10.0,7,2016
2016-07-19,Deal4Loans / Wishfin,consumer internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15.0,7,2016
2016-07-19,NiYO Solutions,technology,Payroll & Benefits Software solutions,Bangalore,Prime Venture Partners,Private Equity,1.0,7,2016
2016-07-19,AppLop,consumer internet,Mobile Apps SaaS Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,0.25,7,2016
2016-07-20,Tax2Win,consumer internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,1.0,7,2016
2016-07-20,Truckola,logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,0.595,7,2016
2016-07-21,MyTaxiIndia,consumer internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,1.0,7,2016
2016-07-21,Wiwigo,consumer internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed Funding,0.595,7,2016
2016-06-02,Atomberg,technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,1.0,6,2016
2016-06-02,Limo,consumer internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,1.0,6,2016
2016-06-03,GoGo Truck,consumer internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,0.075,6,2016
2016-06-03,Vyome Biosciences,healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,2.0,6,2016
2016-06-06,SillyMonks,consumer internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,0.448,6,2016
2016-06-07,CueMath,education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,4.0,6,2016
2016-06-07,KrazyBee,consumer internet,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,2.0,6,2016
2016-06-07,Intgrea,technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,0.1,6,2016
2016-06-07,HelpShift,technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23.0,6,2016
2016-06-07,CreditVidya,technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,1.0,6,2016
2016-06-08,Grey Campus,consumer internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,1.0,6,2016
2016-06-08,ListUp,ecommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,0.5,6,2016
2016-06-08,6Degree,technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,0.2,6,2016
2016-06-08,StoreKing,ecommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,16.0,6,2016
2016-06-08,MySeniorDoctor,consumer internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,0.2,6,2016
2016-06-09,EPayLater,technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,2.0,6,2016
2016-06-10,Paytunes,consumer internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,0.5,6,2016
2016-06-13,Bombay Shirt Company,ecommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,1.0,6,2016
2016-06-14,Jivox,technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6.0,6,2016
2016-06-14,Sminq,consumer internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1.0,6,2016
2016-06-14,CureJoy,consumer internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,4.4,6,2016
2016-06-15,Oneway.cab,consumer internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,0.45,6,2016
2016-06-16,Diro Labs,consumer internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,0.45,6,2016
2016-06-16,Unnati Helpers,consumer internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,0.6,6,2016
2016-06-16,Voonik,ecommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,20.0,6,2016
2016-06-17,Cleartax,consumer internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12.0,6,2016
2016-06-17,Silvan Innovation Labs,technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,0.9,6,2016
2016-06-17,GreytHR,technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5.2,6,2016
2016-06-21,Onspoon,consumer internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,0.15,6,2016
2016-06-21,Celerix,technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,0.4,6,2016
2016-06-21,NatureNama,consumer internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,0.225,6,2016
2016-06-21,Syona Cosmetics,fmcg,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,0.15,6,2016
2016-06-21,PrettySecrets,ecommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6.0,6,2016
2016-06-22,SpiderG,consumer internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,0.15,6,2016
2016-06-23,FarEye,technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,3.5,6,2016
2016-06-23,The Uolo,consumer internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,0.21,6,2016
2016-06-24,Drivify,consumer internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,0.05,6,2016
2016-06-24,ParaBlu,technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,0.5,6,2016
2016-06-24,Schedulers Logistics,logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,6.0,6,2016
2016-06-24,LEAP India,others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,3.0,6,2016
2016-06-24,KabadiExpress,others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,0.148,6,2016
2016-06-27,YourDost,consumer internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1.2,6,2016
2016-06-27,Gomalon,consumer internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,0.1,6,2016
2016-06-27,Travelyaari,consumer internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,3.0,6,2016
2016-06-28,FabHotels,consumer internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,8.0,6,2016
2016-06-28,Locanix,technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,0.3,6,2016
2016-06-28,LendingKart,consumer internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32.0,6,2016
2016-06-28,Hello Tax,consumer internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,0.295,6,2016
2016-06-29,LetReach,ecommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,0.1,6,2016
2016-06-29,TrendieApp,technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,0.05,6,2016
2016-06-29,Velvetcase,ecommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1.5,6,2016
2016-06-30,Meru Cabs,consumer internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,25.0,6,2016
2016-06-30,Campus Diaries,consumer internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,0.22,6,2016
2016-06-30,Biryani Blues,food  beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,0.368,6,2016
2016-05-01,Get My Parking,technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,0.376,5,2016
2016-05-01,Prescribez,consumer internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,0.145,5,2016
2016-05-03,Mobikwik,consumer internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,50.0,5,2016
2016-05-03,Zwayam,consumer internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,0.25,5,2016
2016-05-03,Zuver,consumer internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,0.18,5,2016
2016-05-04,EasyRoads,consumer internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,0.2,5,2016
2016-05-04,Lenskart,ecommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60.0,5,2016
2016-05-04,Seclore,technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12.0,5,2016
2016-05-04,SolarTown,technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,0.2,5,2016
2016-05-04,Comarete,technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,0.2,5,2016
2016-05-04,MyDentistChoice,ecommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,0.15,5,2016
2016-05-04,Active.ai,technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,0.5,5,2016
2016-05-04,Affordplan,technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,0.5,5,2016
2016-05-04,Indee,consumer internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,0.5,5,2016
2016-05-05,WebAlligator,consumer internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,0.375,5,2016
2016-05-06,EduAce Services,education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,1.0,5,2016
2016-05-07,Zebroads,logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,0.075,5,2016
2016-05-09,Locus,technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2.75,5,2016
2016-05-09,Toko Innovations,consumer internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,0.45,5,2016
2016-05-09,Rentickle,ecommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,0.25,5,2016
2016-05-10,HealthifyMe,consumer internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6.0,5,2016
2016-05-10,Zarget,consumer internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1.5,5,2016
2016-05-10,InnoNano Research,technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,18.0,5,2016
2016-05-10,SchoolWear,ecommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,1.5,5,2016
2016-05-10,Swiggy,consumer internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7.0,5,2016
2016-05-11,Zenify,consumer internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,0.9,5,2016
2016-05-11,Fractal Analytics,technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100.0,5,2016
2016-05-12,Unacademy,consumer internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,0.5,5,2016
2016-05-12,Capital Float,consumer internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25.0,5,2016
2016-05-12,Life Circle,healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,0.15,5,2016
2016-05-13,StayZilla,consumer internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13.5,5,2016
2016-05-13,WoW Express,logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2.2,5,2016
2016-05-16,Smartivity,ecommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1.0,5,2016
2016-05-18,TheSmartQ,consumer internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,0.25,5,2016
2016-05-18,PurpleHealth,consumer internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,0.1,5,2016
2016-05-18,EduPristine,education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10.0,5,2016
